user,time,event,location,device
User_27,2024-01-31 02:00:00,login_success,San Francisco,Tablet
User_33,2024-05-24 19:00:00,login_success,San Francisco,Desktop
User_32,2024-07-07 12:00:00,login_success,New York,Desktop
User_50,2024-01-18 07:00:00,login_success,San Francisco,Mobile
User_33,2024-03-18 17:00:00,login_success,San Francisco,Tablet
User_3,2024-08-17 05:00:00,login_success,Berlin,Tablet
User_21,2024-06-17 05:00:00,login_success,Berlin,Mobile
User_6,2024-05-24 14:00:00,login_success,Berlin,Mobile
User_4,2024-08-06 10:00:00,login_failure,London,Desktop
User_37,2024-03-14 23:00:00,login_success,London,Mobile
User_37,2024-01-25 15:00:00,login_success,San Francisco,Mobile
User_47,2024-03-03 00:00:00,login_failure,San Francisco,Mobile
User_3,2024-07-05 23:00:00,login_success,New York,Tablet
User_22,2024-09-09 02:00:00,login_success,New York,Desktop
User_49,2024-06-10 09:00:00,login_success,London,Desktop
User_19,2024-06-29 06:00:00,login_success,San Francisco,Mobile
User_2,2024-08-29 16:00:00,login_success,Tokyo,Mobile
User_22,2024-07-19 09:00:00,login_success,Berlin,Tablet
User_18,2024-09-01 19:00:00,login_success,Tokyo,Tablet
User_23,2024-04-09 20:00:00,login_success,San Francisco,Tablet
User_15,2024-04-17 07:00:00,login_success,San Francisco,Tablet
User_38,2024-07-26 15:00:00,login_success,Berlin,Tablet
User_49,2024-07-19 05:00:00,login_failure,New York,Tablet
User_26,2024-01-27 18:00:00,login_success,New York,Mobile
User_7,2024-05-17 11:00:00,login_success,Tokyo,Tablet
User_13,2024-08-07 06:00:00,login_success,London,Mobile
User_4,2024-09-24 11:00:00,login_success,New York,Mobile
User_15,2024-06-16 17:00:00,login_success,New York,Desktop
User_49,2024-01-24 23:00:00,login_success,Tokyo,Mobile
User_28,2024-10-15 02:00:00,login_success,Berlin,Tablet
User_29,2024-10-24 01:00:00,login_success,Tokyo,Desktop
User_31,2024-10-14 07:00:00,login_success,London,Desktop
User_35,2024-01-25 11:00:00,login_success,London,Mobile
User_45,2024-07-25 05:00:00,login_success,New York,Mobile
User_36,2024-05-28 04:00:00,login_success,Berlin,Tablet
User_25,2024-09-23 02:00:00,login_success,Tokyo,Tablet
User_17,2024-03-28 21:00:00,login_success,Tokyo,Tablet
User_18,2024-09-26 13:00:00,login_failure,Berlin,Mobile
User_38,2024-08-07 19:00:00,login_success,New York,Tablet
User_33,2024-06-07 23:00:00,login_success,Berlin,Tablet
User_15,2024-01-29 20:00:00,login_success,Tokyo,Tablet
User_31,2024-03-10 16:00:00,login_success,New York,Mobile
User_10,2024-09-22 04:00:00,login_success,Berlin,Mobile
User_33,2024-07-23 03:00:00,login_success,Tokyo,Tablet
User_5,2024-06-13 12:00:00,login_success,New York,Desktop
User_1,2024-05-26 11:00:00,login_success,London,Tablet
User_5,2024-04-14 19:00:00,login_success,London,Tablet
User_40,2024-02-01 23:00:00,login_success,London,Mobile
User_35,2024-08-13 02:00:00,login_success,London,Desktop
User_8,2024-05-29 14:00:00,login_success,Berlin,Mobile
User_46,2024-06-09 15:00:00,login_success,Berlin,Mobile
User_30,2024-10-04 15:00:00,login_success,Berlin,Mobile
User_47,2024-09-12 05:00:00,login_success,London,Mobile
User_14,2024-05-02 00:00:00,login_failure,San Francisco,Mobile
User_40,2024-03-29 18:00:00,login_failure,Berlin,Mobile
User_16,2024-05-01 06:00:00,login_success,Berlin,Mobile
User_42,2024-10-24 09:00:00,login_success,San Francisco,Desktop
User_48,2024-10-02 22:00:00,login_success,London,Tablet
User_39,2024-03-27 07:00:00,login_success,New York,Tablet
User_46,2024-10-09 21:00:00,login_success,Berlin,Tablet
User_8,2024-08-17 15:00:00,login_success,Berlin,Desktop
User_7,2024-04-24 04:00:00,login_success,London,Mobile
User_32,2024-06-27 06:00:00,login_success,Tokyo,Mobile
User_50,2024-05-23 08:00:00,login_success,London,Mobile
User_40,2024-08-09 12:00:00,login_success,San Francisco,Mobile
User_3,2024-07-07 04:00:00,login_success,London,Mobile
User_49,2024-05-12 10:00:00,login_success,San Francisco,Mobile
User_29,2024-01-11 00:00:00,login_failure,New York,Tablet
User_27,2024-06-30 17:00:00,login_success,Berlin,Mobile
User_14,2024-08-16 02:00:00,login_failure,San Francisco,Mobile
User_14,2024-02-12 13:00:00,login_success,New York,Mobile
User_16,2024-09-18 22:00:00,login_success,San Francisco,Tablet
User_5,2024-09-18 04:00:00,login_success,San Francisco,Tablet
User_24,2024-01-27 05:00:00,login_success,New York,Mobile
User_45,2024-07-21 19:00:00,login_failure,San Francisco,Tablet
User_7,2024-04-17 20:00:00,login_success,New York,Mobile
User_11,2024-08-14 17:00:00,login_success,London,Tablet
User_8,2024-09-22 02:00:00,login_success,Tokyo,Desktop
User_5,2024-05-09 07:00:00,login_success,Tokyo,Desktop
User_15,2024-10-16 21:00:00,login_success,Berlin,Mobile
User_4,2024-02-13 11:00:00,login_failure,London,Tablet
User_48,2024-04-13 13:00:00,login_success,London,Mobile
User_39,2024-10-08 14:00:00,login_success,Tokyo,Tablet
User_1,2024-07-02 11:00:00,login_failure,San Francisco,Desktop
User_43,2024-09-23 17:00:00,login_success,New York,Desktop
User_23,2024-08-29 11:00:00,login_success,San Francisco,Mobile
User_50,2024-03-21 03:00:00,login_success,London,Tablet
User_46,2024-02-27 00:00:00,login_failure,San Francisco,Tablet
User_38,2024-05-07 19:00:00,login_success,New York,Desktop
User_5,2024-06-08 08:00:00,login_success,Tokyo,Mobile
User_20,2024-10-23 18:00:00,login_success,San Francisco,Desktop
User_37,2024-07-31 15:00:00,login_success,Berlin,Mobile
User_20,2024-02-28 01:00:00,login_success,Berlin,Desktop
User_36,2024-04-13 06:00:00,login_failure,London,Desktop
User_7,2024-03-19 10:00:00,login_success,Berlin,Tablet
User_9,2024-09-10 21:00:00,login_failure,Berlin,Tablet
User_23,2024-06-20 13:00:00,login_success,San Francisco,Desktop
User_1,2024-06-27 14:00:00,login_success,Tokyo,Desktop
User_38,2024-01-26 00:00:00,login_success,Berlin,Tablet
User_16,2024-03-05 20:00:00,login_success,San Francisco,Mobile
User_2,2024-02-13 06:00:00,login_success,New York,Tablet
User_2,2024-09-12 01:00:00,login_success,New York,Desktop
User_16,2024-01-21 21:00:00,login_success,Berlin,Tablet
User_4,2024-01-24 19:00:00,login_success,London,Tablet
User_38,2024-06-25 12:00:00,login_success,New York,Mobile
User_9,2024-08-24 03:00:00,login_success,New York,Tablet
User_49,2024-03-06 00:00:00,login_success,Berlin,Mobile
User_3,2024-06-13 18:00:00,login_success,London,Mobile
User_13,2024-03-19 16:00:00,login_success,New York,Desktop
User_49,2024-05-09 19:00:00,login_success,Berlin,Mobile
User_28,2024-01-26 15:00:00,login_success,Tokyo,Mobile
User_22,2024-07-20 02:00:00,login_success,Berlin,Desktop
User_26,2024-06-28 07:00:00,login_failure,Berlin,Tablet
User_13,2024-01-20 22:00:00,login_success,London,Desktop
User_46,2024-07-17 20:00:00,login_failure,New York,Desktop
User_5,2024-05-09 20:00:00,login_success,New York,Mobile
User_4,2024-02-14 05:00:00,login_failure,Berlin,Tablet
User_49,2024-10-24 23:00:00,login_success,Berlin,Mobile
User_5,2024-03-24 13:00:00,login_success,San Francisco,Tablet
User_25,2024-08-22 20:00:00,login_success,London,Mobile
User_39,2024-09-21 17:00:00,login_success,San Francisco,Tablet
User_26,2024-04-09 13:00:00,login_success,Tokyo,Tablet
User_5,2024-10-02 01:00:00,login_success,Berlin,Desktop
User_17,2024-04-06 04:00:00,login_success,London,Desktop
User_35,2024-06-20 09:00:00,login_success,New York,Mobile
User_4,2024-08-21 12:00:00,login_success,New York,Mobile
User_37,2024-05-24 06:00:00,login_success,Berlin,Desktop
User_19,2024-08-03 06:00:00,login_success,New York,Mobile
User_42,2024-01-23 03:00:00,login_success,London,Desktop
User_20,2024-04-22 20:00:00,login_success,Tokyo,Desktop
User_24,2024-02-17 17:00:00,login_success,New York,Desktop
User_39,2024-04-16 20:00:00,login_success,Berlin,Tablet
User_39,2024-07-24 03:00:00,login_success,London,Desktop
User_29,2024-08-11 13:00:00,login_success,Tokyo,Tablet
User_50,2024-08-25 05:00:00,login_success,San Francisco,Mobile
User_16,2024-10-19 21:00:00,login_success,Tokyo,Mobile
User_5,2024-10-11 12:00:00,login_success,London,Desktop
User_9,2024-03-24 17:00:00,login_success,New York,Tablet
User_40,2024-06-29 22:00:00,login_success,Tokyo,Tablet
User_22,2024-07-14 03:00:00,login_success,New York,Desktop
User_14,2024-05-08 03:00:00,login_success,New York,Tablet
User_20,2024-06-16 12:00:00,login_success,New York,Desktop
User_35,2024-04-16 13:00:00,login_success,New York,Desktop
User_29,2024-03-24 20:00:00,login_success,Tokyo,Tablet
User_23,2024-01-13 02:00:00,login_success,San Francisco,Tablet
User_41,2024-04-10 09:00:00,login_success,Tokyo,Tablet
User_18,2024-07-29 09:00:00,login_success,Berlin,Mobile
User_10,2024-08-15 15:00:00,login_success,New York,Tablet
User_7,2024-03-28 12:00:00,login_success,London,Tablet
User_17,2024-02-09 12:00:00,login_success,San Francisco,Mobile
User_26,2024-04-18 08:00:00,login_success,Tokyo,Mobile
User_20,2024-10-07 20:00:00,login_success,San Francisco,Mobile
User_47,2024-06-19 07:00:00,login_success,San Francisco,Desktop
User_3,2024-02-27 00:00:00,login_success,Tokyo,Tablet
User_12,2024-08-03 13:00:00,login_success,Tokyo,Mobile
User_2,2024-03-18 21:00:00,login_success,London,Desktop
User_28,2024-04-29 19:00:00,login_success,Tokyo,Tablet
User_37,2024-01-17 07:00:00,login_success,New York,Desktop
User_15,2024-10-30 04:00:00,login_success,New York,Desktop
User_24,2024-10-16 08:00:00,login_success,London,Tablet
User_34,2024-10-31 04:00:00,login_failure,London,Tablet
User_18,2024-05-04 15:00:00,login_success,Tokyo,Desktop
User_1,2024-04-12 15:00:00,login_success,Berlin,Desktop
User_11,2024-06-06 23:00:00,login_success,New York,Desktop
User_44,2024-04-16 09:00:00,login_success,San Francisco,Desktop
User_45,2024-07-26 22:00:00,login_success,Tokyo,Desktop
User_50,2024-03-14 09:00:00,login_failure,Berlin,Mobile
User_45,2024-04-07 20:00:00,login_success,Tokyo,Tablet
User_44,2024-07-28 00:00:00,login_success,San Francisco,Mobile
User_23,2024-09-22 03:00:00,login_success,London,Tablet
User_21,2024-10-28 12:00:00,login_success,London,Desktop
User_5,2024-07-17 15:00:00,login_success,San Francisco,Mobile
User_41,2024-07-09 19:00:00,login_success,New York,Tablet
User_7,2024-06-13 06:00:00,login_success,New York,Mobile
User_25,2024-04-08 16:00:00,login_success,New York,Mobile
User_32,2024-07-05 23:00:00,login_failure,San Francisco,Tablet
User_6,2024-06-01 01:00:00,login_success,San Francisco,Mobile
User_15,2024-09-29 23:00:00,login_success,London,Desktop
User_16,2024-04-24 19:00:00,login_success,San Francisco,Mobile
User_36,2024-01-24 10:00:00,login_success,London,Mobile
User_33,2024-01-21 18:00:00,login_success,London,Tablet
User_23,2024-10-07 06:00:00,login_success,Berlin,Desktop
User_48,2024-05-31 01:00:00,login_success,San Francisco,Tablet
User_12,2024-02-14 23:00:00,login_success,New York,Tablet
User_16,2024-06-10 17:00:00,login_success,New York,Tablet
User_11,2024-10-06 17:00:00,login_success,San Francisco,Tablet
User_32,2024-06-30 08:00:00,login_success,Berlin,Mobile
User_47,2024-04-13 11:00:00,login_success,San Francisco,Desktop
User_5,2024-08-01 23:00:00,login_success,Tokyo,Mobile
User_23,2024-05-02 13:00:00,login_success,Berlin,Tablet
User_23,2024-10-06 12:00:00,login_success,Berlin,Tablet
User_2,2024-02-05 00:00:00,login_success,Tokyo,Mobile
User_32,2024-09-20 12:00:00,login_failure,London,Mobile
User_46,2024-01-25 20:00:00,login_success,New York,Tablet
User_19,2024-01-25 09:00:00,login_success,Berlin,Mobile
User_32,2024-09-30 09:00:00,login_success,New York,Mobile
User_22,2024-02-11 14:00:00,login_success,Tokyo,Mobile
User_42,2024-03-11 01:00:00,login_success,Berlin,Mobile
User_26,2024-07-18 08:00:00,login_success,Berlin,Mobile
User_37,2024-10-31 05:00:00,login_success,Berlin,Tablet
User_49,2024-03-12 18:00:00,login_success,Tokyo,Tablet
User_32,2024-03-30 16:00:00,login_success,New York,Tablet
User_19,2024-07-29 12:00:00,login_success,London,Desktop
User_42,2024-05-07 17:00:00,login_success,Tokyo,Desktop
User_27,2024-02-12 03:00:00,login_success,San Francisco,Mobile
User_40,2024-07-08 16:00:00,login_success,San Francisco,Desktop
User_49,2024-10-19 16:00:00,login_success,London,Tablet
User_38,2024-09-29 19:00:00,login_success,New York,Mobile
User_2,2024-01-03 09:00:00,login_success,New York,Desktop
User_24,2024-03-15 07:00:00,login_success,Tokyo,Mobile
User_46,2024-04-17 01:00:00,login_success,San Francisco,Desktop
User_44,2024-03-18 19:00:00,login_success,New York,Mobile
User_50,2024-06-07 08:00:00,login_success,San Francisco,Tablet
User_50,2024-05-06 20:00:00,login_success,New York,Tablet
User_25,2024-05-02 20:00:00,login_success,London,Desktop
User_15,2024-07-24 13:00:00,login_success,San Francisco,Desktop
User_2,2024-01-11 04:00:00,login_success,Berlin,Mobile
User_8,2024-08-19 06:00:00,login_failure,San Francisco,Mobile
User_32,2024-01-22 00:00:00,login_success,New York,Desktop
User_15,2024-01-28 23:00:00,login_success,Berlin,Mobile
User_22,2024-05-21 16:00:00,login_success,Tokyo,Mobile
User_27,2024-06-09 22:00:00,login_success,London,Tablet
User_4,2024-01-21 05:00:00,login_success,Berlin,Tablet
User_42,2024-08-27 16:00:00,login_failure,New York,Tablet
User_43,2024-08-13 09:00:00,login_success,London,Tablet
User_25,2024-07-30 22:00:00,login_failure,Berlin,Desktop
User_34,2024-03-22 08:00:00,login_success,Berlin,Desktop
User_41,2024-10-04 07:00:00,login_success,London,Desktop
User_46,2024-05-23 12:00:00,login_success,New York,Desktop
User_22,2024-09-27 15:00:00,login_success,London,Desktop
User_37,2024-06-10 14:00:00,login_success,Tokyo,Mobile
User_17,2024-08-09 07:00:00,login_success,New York,Mobile
User_47,2024-10-01 05:00:00,login_success,London,Mobile
User_29,2024-01-15 13:00:00,login_success,San Francisco,Tablet
User_42,2024-05-16 22:00:00,login_success,San Francisco,Desktop
User_19,2024-09-18 04:00:00,login_success,London,Mobile
User_21,2024-03-10 16:00:00,login_success,London,Tablet
User_22,2024-10-30 09:00:00,login_success,New York,Desktop
User_15,2024-10-06 19:00:00,login_success,New York,Desktop
User_35,2024-06-11 01:00:00,login_success,Berlin,Desktop
User_14,2024-10-11 04:00:00,login_success,San Francisco,Mobile
User_28,2024-04-19 12:00:00,login_success,Tokyo,Desktop
User_31,2024-02-15 06:00:00,login_success,London,Tablet
User_45,2024-06-11 01:00:00,login_success,New York,Tablet
User_32,2024-05-05 07:00:00,login_success,Tokyo,Desktop
User_7,2024-05-03 18:00:00,login_success,London,Desktop
User_4,2024-03-01 02:00:00,login_failure,San Francisco,Tablet
User_32,2024-01-21 14:00:00,login_failure,Berlin,Desktop
User_42,2024-04-25 17:00:00,login_success,Berlin,Tablet
User_24,2024-09-21 23:00:00,login_success,San Francisco,Desktop
User_32,2024-01-01 23:00:00,login_success,Berlin,Mobile
User_45,2024-04-24 16:00:00,login_success,New York,Desktop
User_18,2024-06-09 13:00:00,login_failure,Tokyo,Tablet
User_33,2024-09-07 05:00:00,login_success,London,Mobile
User_36,2024-03-03 13:00:00,login_success,New York,Tablet
User_21,2024-06-23 04:00:00,login_success,London,Desktop
User_16,2024-10-17 12:00:00,login_success,Berlin,Desktop
User_37,2024-03-20 00:00:00,login_success,London,Desktop
User_26,2024-04-13 03:00:00,login_success,Tokyo,Mobile
User_28,2024-05-24 16:00:00,login_success,New York,Tablet
User_32,2024-09-17 10:00:00,login_success,San Francisco,Desktop
User_1,2024-05-21 16:00:00,login_success,San Francisco,Mobile
User_18,2024-05-26 11:00:00,login_success,New York,Tablet
User_4,2024-07-01 10:00:00,login_success,Tokyo,Desktop
User_12,2024-05-10 02:00:00,login_success,London,Desktop
User_2,2024-02-15 19:00:00,login_success,New York,Tablet
User_14,2024-06-30 03:00:00,login_success,New York,Tablet
User_6,2024-04-22 08:00:00,login_success,New York,Tablet
User_32,2024-01-30 23:00:00,login_success,Tokyo,Mobile
User_6,2024-08-02 10:00:00,login_success,San Francisco,Mobile
User_13,2024-03-27 12:00:00,login_success,London,Mobile
User_24,2024-06-25 11:00:00,login_success,Tokyo,Desktop
User_28,2024-03-03 21:00:00,login_success,London,Tablet
User_26,2024-04-22 23:00:00,login_success,San Francisco,Desktop
User_4,2024-07-30 16:00:00,login_success,London,Tablet
User_1,2024-07-06 07:00:00,login_success,New York,Tablet
User_2,2024-09-25 15:00:00,login_success,Berlin,Desktop
User_47,2024-07-31 19:00:00,login_success,Tokyo,Mobile
User_1,2024-05-07 15:00:00,login_success,New York,Mobile
User_21,2024-06-13 20:00:00,login_success,San Francisco,Tablet
User_15,2024-08-08 23:00:00,login_success,San Francisco,Tablet
User_50,2024-09-27 04:00:00,login_success,Berlin,Mobile
User_26,2024-03-18 19:00:00,login_success,New York,Mobile
User_14,2024-05-07 07:00:00,login_success,San Francisco,Desktop
User_30,2024-06-27 16:00:00,login_success,London,Mobile
User_11,2024-04-29 07:00:00,login_success,Berlin,Mobile
User_34,2024-04-12 19:00:00,login_success,Berlin,Tablet
User_32,2024-06-11 23:00:00,login_success,Tokyo,Mobile
User_50,2024-09-09 08:00:00,login_success,Berlin,Tablet
User_45,2024-09-02 08:00:00,login_success,Tokyo,Tablet
User_28,2024-10-17 16:00:00,login_success,New York,Tablet
User_22,2024-03-16 19:00:00,login_success,New York,Mobile
User_19,2024-08-14 13:00:00,login_success,London,Mobile
User_4,2024-09-16 07:00:00,login_success,San Francisco,Mobile
User_6,2024-07-14 06:00:00,login_failure,London,Tablet
User_43,2024-03-04 16:00:00,login_success,London,Mobile
User_45,2024-08-07 17:00:00,login_success,Tokyo,Tablet
User_29,2024-05-23 01:00:00,login_success,Tokyo,Desktop
User_29,2024-10-27 04:00:00,login_success,Tokyo,Desktop
User_26,2024-03-07 19:00:00,login_success,New York,Desktop
User_16,2024-03-01 13:00:00,login_success,London,Tablet
User_24,2024-06-01 11:00:00,login_success,London,Mobile
User_31,2024-09-26 08:00:00,login_success,New York,Mobile
User_20,2024-06-28 17:00:00,login_success,San Francisco,Desktop
User_31,2024-01-22 19:00:00,login_success,San Francisco,Mobile
User_19,2024-07-04 17:00:00,login_success,New York,Desktop
User_17,2024-08-27 10:00:00,login_success,New York,Tablet
User_9,2024-08-02 09:00:00,login_success,New York,Tablet
User_46,2024-01-19 20:00:00,login_success,Tokyo,Desktop
User_20,2024-08-27 00:00:00,login_success,Berlin,Mobile
User_48,2024-01-04 20:00:00,login_success,San Francisco,Tablet
User_21,2024-02-14 17:00:00,login_success,Berlin,Tablet
User_13,2024-04-22 22:00:00,login_success,San Francisco,Mobile
User_21,2024-01-21 02:00:00,login_success,London,Tablet
User_37,2024-04-18 17:00:00,login_success,Berlin,Desktop
User_5,2024-05-28 10:00:00,login_success,Tokyo,Mobile
User_50,2024-02-10 06:00:00,login_success,Tokyo,Mobile
User_21,2024-04-15 19:00:00,login_success,Berlin,Desktop
User_10,2024-10-08 01:00:00,login_success,San Francisco,Desktop
User_39,2024-03-30 04:00:00,login_success,Tokyo,Mobile
User_23,2024-10-22 07:00:00,login_success,Tokyo,Tablet
User_17,2024-06-21 10:00:00,login_success,Berlin,Desktop
User_28,2024-08-31 05:00:00,login_success,Tokyo,Tablet
User_11,2024-09-05 03:00:00,login_failure,San Francisco,Tablet
User_1,2024-06-01 16:00:00,login_success,London,Desktop
User_39,2024-06-23 06:00:00,login_success,Tokyo,Mobile
User_42,2024-06-29 15:00:00,login_success,New York,Desktop
User_44,2024-10-05 03:00:00,login_success,New York,Tablet
User_30,2024-01-08 05:00:00,login_success,Tokyo,Desktop
User_6,2024-05-10 08:00:00,login_success,New York,Desktop
User_5,2024-05-16 00:00:00,login_success,Berlin,Tablet
User_6,2024-01-10 08:00:00,login_success,London,Mobile
User_15,2024-07-29 19:00:00,login_success,San Francisco,Tablet
User_48,2024-05-16 05:00:00,login_success,New York,Tablet
User_42,2024-04-09 15:00:00,login_success,Berlin,Tablet
User_2,2024-07-28 09:00:00,login_success,San Francisco,Mobile
User_42,2024-06-04 02:00:00,login_success,Berlin,Mobile
User_44,2024-10-18 03:00:00,login_success,San Francisco,Desktop
User_6,2024-09-30 15:00:00,login_success,Tokyo,Mobile
User_3,2024-08-31 04:00:00,login_success,Tokyo,Tablet
User_9,2024-09-06 01:00:00,login_success,Tokyo,Desktop
User_35,2024-01-16 21:00:00,login_success,Berlin,Mobile
User_26,2024-06-06 05:00:00,login_success,San Francisco,Mobile
User_4,2024-04-18 05:00:00,login_success,San Francisco,Tablet
User_31,2024-10-31 03:00:00,login_success,San Francisco,Desktop
User_21,2024-01-29 00:00:00,login_success,Berlin,Desktop
User_6,2024-06-04 08:00:00,login_success,Berlin,Tablet
User_33,2024-09-13 11:00:00,login_success,Tokyo,Mobile
User_43,2024-10-11 19:00:00,login_success,London,Tablet
User_11,2024-03-27 09:00:00,login_success,Tokyo,Mobile
User_41,2024-06-02 09:00:00,login_success,Tokyo,Tablet
User_8,2024-10-04 23:00:00,login_success,Tokyo,Desktop
User_20,2024-02-19 07:00:00,login_success,New York,Tablet
User_3,2024-05-12 02:00:00,login_failure,San Francisco,Desktop
User_44,2024-01-30 19:00:00,login_success,New York,Desktop
User_26,2024-05-08 01:00:00,login_success,London,Tablet
User_1,2024-10-02 21:00:00,login_success,San Francisco,Desktop
User_10,2024-06-10 23:00:00,login_success,Tokyo,Mobile
User_11,2024-07-03 18:00:00,login_success,New York,Desktop
User_32,2024-03-26 07:00:00,login_success,London,Desktop
User_36,2024-05-24 10:00:00,login_success,London,Desktop
User_43,2024-02-21 05:00:00,login_success,New York,Mobile
User_10,2024-07-07 13:00:00,login_success,London,Mobile
User_38,2024-05-30 13:00:00,login_success,San Francisco,Tablet
User_30,2024-07-15 09:00:00,login_success,San Francisco,Desktop
User_5,2024-07-01 01:00:00,login_failure,New York,Tablet
User_26,2024-04-26 00:00:00,login_success,San Francisco,Desktop
User_41,2024-07-05 16:00:00,login_success,New York,Desktop
User_30,2024-10-21 00:00:00,login_success,San Francisco,Mobile
User_49,2024-07-27 01:00:00,login_success,London,Tablet
User_16,2024-07-01 22:00:00,login_success,New York,Tablet
User_36,2024-02-16 06:00:00,login_success,Berlin,Desktop
User_35,2024-08-29 03:00:00,login_success,London,Mobile
User_33,2024-06-10 17:00:00,login_success,New York,Tablet
User_4,2024-08-29 01:00:00,login_success,San Francisco,Mobile
User_29,2024-05-30 17:00:00,login_success,New York,Desktop
User_22,2024-10-07 13:00:00,login_success,London,Mobile
User_40,2024-09-27 05:00:00,login_success,London,Mobile
User_49,2024-02-12 07:00:00,login_success,Tokyo,Tablet
User_23,2024-04-08 14:00:00,login_success,San Francisco,Desktop
User_11,2024-09-25 11:00:00,login_failure,Tokyo,Desktop
User_34,2024-10-28 09:00:00,login_success,New York,Tablet
User_41,2024-03-27 17:00:00,login_success,San Francisco,Desktop
User_22,2024-01-10 09:00:00,login_success,New York,Desktop
User_2,2024-05-12 05:00:00,login_success,San Francisco,Mobile
User_39,2024-05-01 20:00:00,login_failure,San Francisco,Tablet
User_31,2024-04-21 04:00:00,login_success,San Francisco,Mobile
User_40,2024-04-19 01:00:00,login_success,London,Tablet
User_7,2024-05-10 07:00:00,login_success,London,Mobile
User_41,2024-03-11 17:00:00,login_success,New York,Tablet
User_41,2024-08-20 03:00:00,login_success,London,Tablet
User_4,2024-02-05 22:00:00,login_success,San Francisco,Tablet
User_11,2024-07-12 06:00:00,login_success,Tokyo,Desktop
User_28,2024-10-22 09:00:00,login_success,San Francisco,Mobile
User_5,2024-09-02 12:00:00,login_success,Tokyo,Mobile
User_1,2024-06-16 19:00:00,login_success,San Francisco,Mobile
User_29,2024-08-10 13:00:00,login_success,Tokyo,Tablet
User_39,2024-07-07 22:00:00,login_success,San Francisco,Tablet
User_16,2024-05-31 13:00:00,login_success,San Francisco,Desktop
User_9,2024-05-27 06:00:00,login_success,New York,Tablet
User_21,2024-08-14 23:00:00,login_failure,London,Tablet
User_4,2024-09-18 05:00:00,login_success,San Francisco,Mobile
User_10,2024-05-25 12:00:00,login_success,San Francisco,Tablet
User_4,2024-03-18 12:00:00,login_failure,Tokyo,Mobile
User_26,2024-08-31 14:00:00,login_success,London,Desktop
User_24,2024-06-23 11:00:00,login_success,Berlin,Mobile
User_16,2024-03-05 22:00:00,login_success,Tokyo,Tablet
User_15,2024-09-06 03:00:00,login_success,Tokyo,Tablet
User_50,2024-10-21 05:00:00,login_success,Berlin,Mobile
User_33,2024-04-30 21:00:00,login_success,London,Mobile
User_47,2024-10-14 17:00:00,login_failure,New York,Desktop
User_23,2024-09-02 01:00:00,login_success,Berlin,Tablet
User_21,2024-06-07 22:00:00,login_success,Tokyo,Tablet
User_41,2024-09-28 15:00:00,login_success,Berlin,Mobile
User_5,2024-04-05 17:00:00,login_success,London,Mobile
User_41,2024-09-13 00:00:00,login_success,Berlin,Desktop
User_8,2024-10-27 20:00:00,login_success,Tokyo,Mobile
User_19,2024-08-30 03:00:00,login_success,Tokyo,Desktop
User_6,2024-02-07 02:00:00,login_success,Berlin,Mobile
User_2,2024-04-26 17:00:00,login_success,Berlin,Desktop
User_43,2024-10-18 12:00:00,login_success,London,Desktop
User_6,2024-04-18 15:00:00,login_success,Tokyo,Tablet
User_25,2024-10-13 19:00:00,login_success,San Francisco,Tablet
User_23,2024-09-12 23:00:00,login_success,London,Mobile
User_12,2024-04-29 16:00:00,login_success,Tokyo,Desktop
User_33,2024-05-28 18:00:00,login_failure,San Francisco,Mobile
User_49,2024-09-29 01:00:00,login_success,San Francisco,Tablet
User_2,2024-06-09 08:00:00,login_success,San Francisco,Tablet
User_15,2024-03-01 08:00:00,login_success,New York,Mobile
User_11,2024-10-03 16:00:00,login_success,London,Mobile
User_15,2024-02-09 06:00:00,login_success,New York,Mobile
User_34,2024-04-18 18:00:00,login_success,London,Desktop
User_31,2024-10-23 00:00:00,login_success,London,Mobile
User_15,2024-08-11 12:00:00,login_success,London,Tablet
User_11,2024-10-11 17:00:00,login_success,New York,Desktop
User_13,2024-06-11 02:00:00,login_success,San Francisco,Tablet
User_16,2024-01-01 14:00:00,login_failure,New York,Mobile
User_25,2024-08-24 19:00:00,login_success,Berlin,Tablet
User_42,2024-06-09 03:00:00,login_success,San Francisco,Tablet
User_20,2024-10-03 12:00:00,login_success,London,Desktop
User_15,2024-06-27 00:00:00,login_success,New York,Mobile
User_29,2024-09-15 21:00:00,login_success,San Francisco,Tablet
User_27,2024-10-18 21:00:00,login_success,Berlin,Tablet
User_40,2024-09-09 10:00:00,login_success,London,Mobile
User_16,2024-07-11 19:00:00,login_failure,San Francisco,Mobile
User_3,2024-07-07 00:00:00,login_success,New York,Mobile
User_49,2024-09-19 23:00:00,login_success,New York,Mobile
User_50,2024-06-03 05:00:00,login_success,Berlin,Mobile
User_33,2024-05-18 09:00:00,login_success,London,Mobile
User_42,2024-07-13 09:00:00,login_success,New York,Tablet
User_11,2024-02-14 11:00:00,login_success,Berlin,Mobile
User_39,2024-09-10 02:00:00,login_success,Tokyo,Tablet
User_39,2024-07-31 13:00:00,login_success,Tokyo,Tablet
User_32,2024-10-25 19:00:00,login_success,London,Tablet
User_4,2024-07-29 16:00:00,login_success,Tokyo,Desktop
User_24,2024-05-09 02:00:00,login_success,Berlin,Tablet
User_49,2024-08-08 05:00:00,login_success,London,Mobile
User_41,2024-02-22 20:00:00,login_success,New York,Tablet
User_12,2024-01-22 07:00:00,login_success,London,Desktop
